"Date","Price","Open","High","Low","Vol.","Change %"
"09/09/2021","120,000","119,900","120,000","119,900","1.50K","0.84%"
"09/08/2021","119,000","116,500","120,100","116,500","0.80K","2.15%"
"09/07/2021","116,500","116,600","116,600","116,500","0.30K","0.00%"
"09/06/2021","116,500","116,500","116,600","116,400","1.33K","0.26%"
"09/01/2021","116,200","115,100","117,500","115,000","1.40K","-3.17%"
"08/31/2021","120,000","120,000","120,000","117,400","1.80K","3.45%"
"08/30/2021","116,000","116,000","116,000","116,000","1.21K","9.95%"
"08/27/2021","105,500","113,000","115,000","104,800","5.60K","-9.05%"
"08/26/2021","116,000","119,000","119,000","116,000","0.60K","-2.52%"
"08/24/2021","119,000","119,000","119,000","119,000","0.10K","0.00%"
"08/23/2021","119,000","119,000","119,000","119,000","0.20K","0.85%"
"08/20/2021","118,000","116,000","120,000","116,000","0.50K","0.00%"
"08/18/2021","118,000","116,600","118,000","116,600","0.40K","1.20%"
"08/17/2021","116,600","116,100","116,600","116,100","0.21K","0.95%"
"08/16/2021","115,500","115,500","115,500","115,500","0.20K","-5.94%"
"08/13/2021","122,800","122,800","122,800","122,800","1.10K","-0.16%"
"08/11/2021","123,000","123,000","123,000","123,000","0.41K","0.00%"
"08/10/2021","123,000","116,900","123,800","116,900","8.30K","5.13%"
"08/09/2021","117,000","117,000","117,000","115,000","0.90K","1.74%"
"08/05/2021","115,000","115,000","115,000","115,000","0.10K","0.17%"
"08/04/2021","114,800","113,000","114,800","113,000","0.30K","0.70%"
"08/03/2021","114,000","114,000","114,000","114,000","0.10K","-2.56%"
"08/02/2021","117,000","116,500","117,000","116,500","3.71K","6.17%"
"07/30/2021","110,200","106,600","110,200","106,600","1.40K","-6.61%"
"07/28/2021","118,000","118,000","118,000","118,000","0.71K","0.00%"
"07/26/2021","118,000","117,500","118,000","117,500","0.30K","0.43%"
"07/23/2021","117,500","117,500","117,500","117,500","0.67K","0.00%"
"07/20/2021","117,500","115,500","117,500","115,000","1.20K","2.17%"
"07/19/2021","115,000","117,000","117,000","115,000","1.50K","-2.54%"
"07/16/2021","118,000","120,000","120,000","118,000","0.40K","2.08%"
"07/15/2021","115,600","115,700","115,700","115,600","2.00K","-3.67%"
"07/14/2021","120,000","121,000","121,000","120,000","1.60K","-2.04%"
"07/13/2021","122,500","123,000","123,000","120,000","0.40K","2.08%"
"07/12/2021","120,000","120,000","120,000","119,000","8.30K","-2.83%"
"07/08/2021","123,500","123,100","123,500","110,700","2.74K","0.41%"
"07/07/2021","123,000","116,000","123,000","116,000","6.51K","3.27%"
"07/06/2021","119,100","120,000","120,000","119,100","0.71K","-1.16%"
"07/05/2021","120,500","120,700","120,700","120,000","0.80K","-2.03%"
"07/02/2021","123,000","120,000","123,000","119,500","10.20K","2.50%"
"07/01/2021","120,000","117,500","120,000","117,500","1.13K","1.69%"
"06/30/2021","118,000","116,500","118,000","116,300","1.60K","1.46%"
"06/29/2021","116,300","115,000","116,300","115,000","1.93K","-0.17%"
"06/28/2021","116,500","115,500","116,500","115,500","0.30K","0.87%"
"06/25/2021","115,500","115,000","115,500","114,500","1.40K","0.43%"
"06/24/2021","115,000","115,000","115,100","115,000","1.21K","-0.86%"
"06/23/2021","116,000","116,000","116,000","116,000","1.60K","0.00%"
"06/22/2021","116,000","115,000","116,000","115,000","0.80K","0.00%"
"06/21/2021","116,000","116,000","116,000","116,000","0.44K","-1.53%"
"06/18/2021","117,800","117,800","117,800","117,800","0.10K","0.08%"
"06/17/2021","117,700","114,000","117,700","114,000","0.34K","4.07%"
"06/16/2021","113,100","116,700","116,700","110,600","0.90K","-1.22%"
"06/15/2021","114,500","115,300","115,600","114,500","4.40K","-0.61%"
"06/14/2021","115,200","115,200","115,200","115,200","0.10K","-1.54%"
"06/11/2021","117,000","117,500","117,500","116,000","0.50K","0.00%"
"06/10/2021","117,000","117,000","117,100","117,000","1.30K","-2.50%"
"06/09/2021","120,000","115,000","120,000","115,000","0.70K","0.84%"
"06/08/2021","119,000","120,000","120,000","119,000","4.30K","-1.24%"
"06/07/2021","120,500","121,000","123,000","120,400","4.15K","0.42%"
"06/04/2021","120,000","113,100","120,000","113,100","9.08K","6.10%"
"06/03/2021","113,100","113,600","113,600","113,000","1.01K","-0.44%"
"06/02/2021","113,600","113,600","113,600","113,600","0.10K","0.00%"
"06/01/2021","113,600","114,000","114,000","113,200","3.70K","0.09%"
"05/31/2021","113,500","114,500","114,600","113,500","4.30K","-0.87%"
"05/28/2021","114,500","115,000","115,000","114,500","2.03K","-0.43%"
"05/27/2021","115,000","106,200","115,000","106,200","2.40K","-2.54%"
"05/26/2021","118,000","119,000","119,000","117,500","1.31K","-0.84%"
"05/25/2021","119,000","119,000","120,000","119,000","0.70K","-0.75%"
"05/24/2021","119,900","115,000","120,000","115,000","0.41K","3.36%"
"05/21/2021","116,000","115,000","116,000","115,000","18.51K","0.87%"
"05/20/2021","115,000","115,000","115,000","114,000","10.30K","0.00%"
"05/19/2021","115,000","104,100","115,000","104,100","2.30K","0.00%"
"05/18/2021","115,000","115,000","115,000","115,000","2.10K","0.00%"
"05/17/2021","115,000","115,000","115,000","114,100","4.22K","0.00%"
"05/14/2021","115,000","115,000","115,000","113,100","6.40K","0.00%"
"05/13/2021","115,000","113,000","115,000","113,000","1.13K","2.31%"
"05/12/2021","112,400","112,000","112,400","112,000","0.50K","1.26%"
"05/11/2021","111,000","111,000","111,000","111,000","0.27K","0.45%"
"05/10/2021","110,500","103,500","118,000","103,500","5.60K","-3.91%"
"05/07/2021","115,000","115,000","115,500","115,000","2.20K","-0.86%"
"05/06/2021","116,000","115,000","116,000","115,000","3.11K","-0.77%"
"05/05/2021","116,900","102,600","117,000","102,600","2.75K","2.54%"
"05/04/2021","114,000","115,100","115,100","114,000","3.80K","-0.87%"
"04/29/2021","115,000","115,000","115,000","115,000","","-1.71%"
"04/28/2021","117,000","114,000","117,000","113,000","1.32K","2.63%"
"04/27/2021","114,000","114,000","114,000","113,000","2.30K","0.00%"
"04/26/2021","114,000","113,000","116,900","113,000","3.20K","0.88%"
"04/23/2021","113,000","117,500","117,500","112,500","2.00K","-3.42%"
"04/22/2021","117,000","118,200","118,200","117,000","4.41K","-1.02%"
"04/20/2021","118,200","120,000","120,000","118,200","1.60K","0.17%"
"04/19/2021","118,000","120,000","120,000","117,000","4.91K","-1.67%"
"04/16/2021","120,000","120,000","120,000","118,100","1.90K","-0.17%"
"04/15/2021","120,200","120,000","120,200","120,000","1.11K","0.25%"
"04/14/2021","119,900","121,000","125,000","119,800","5.07K","-0.91%"
"04/13/2021","121,000","124,400","124,400","121,000","2.00K","-2.73%"
"04/12/2021","124,400","124,500","125,000","124,300","6.44K","-0.08%"
"04/09/2021","124,500","124,600","128,000","124,500","12.71K","0.00%"
"04/08/2021","124,500","124,500","124,500","124,500","1.71K","0.08%"
"04/07/2021","124,400","125,400","126,000","123,000","1.68K","-0.80%"
"04/06/2021","125,400","126,000","126,000","125,400","1.90K","-0.48%"
"04/05/2021","126,000","126,000","127,500","125,500","3.51K","-1.25%"
"04/02/2021","127,600","126,500","130,000","124,000","3.50K","0.08%"
"04/01/2021","127,500","122,000","128,000","122,000","3.63K","-1.16%"
"03/31/2021","129,000","129,100","129,100","119,000","7.20K","-0.08%"
"03/30/2021","129,100","130,400","132,300","129,000","8.61K","-3.66%"
"03/29/2021","134,000","134,100","135,500","133,100","6.30K","-2.47%"
"03/26/2021","137,400","142,000","142,000","134,900","6.95K","-4.25%"
"03/25/2021","143,500","143,000","143,500","142,000","14.91K","0.35%"
"03/24/2021","143,000","144,400","144,400","142,200","18.94K","0.00%"
"03/23/2021","143,000","142,600","143,600","142,000","12.20K","0.28%"
"03/22/2021","142,600","138,300","144,000","138,300","10.13K","3.18%"
"03/19/2021","138,200","140,000","140,000","138,200","6.01K","-0.86%"
"03/18/2021","139,400","138,600","140,000","138,300","10.60K","-0.78%"
"03/17/2021","140,500","141,000","141,000","139,800","8.53K","0.36%"
"03/16/2021","140,000","140,000","141,000","138,000","6.80K","0.07%"
"03/15/2021","139,900","142,000","143,900","137,500","15.59K","0.00%"
"03/12/2021","139,900","148,000","148,000","137,000","17.50K","-5.47%"
"03/11/2021","148,000","148,000","159,700","148,000","24.95K","1.93%"
"03/10/2021","145,200","138,000","145,200","138,000","35.40K","10.00%"
"03/09/2021","132,000","123,800","132,000","123,800","28.08K","10.00%"
"03/08/2021","120,000","116,900","123,500","116,900","1.05K","5.08%"
"03/05/2021","114,200","114,000","114,200","114,000","0.42K","-0.70%"
"03/04/2021","115,000","114,300","115,000","114,200","1.20K","0.88%"
"03/03/2021","114,000","114,000","114,000","114,000","1.02K","-0.87%"
"03/02/2021","115,000","112,200","115,000","112,000","1.70K","2.50%"
"03/01/2021","112,200","112,000","115,000","112,000","0.61K","0.18%"
"02/26/2021","112,000","113,000","113,000","112,000","1.70K","1.82%"
"02/25/2021","110,000","108,400","110,900","108,400","2.63K","1.38%"
"02/24/2021","108,500","108,000","108,500","108,000","1.66K","-1.09%"
"02/23/2021","109,700","106,000","109,700","106,000","2.70K","4.48%"
"02/22/2021","105,000","105,000","108,000","105,000","1.24K","0.96%"
"02/19/2021","104,000","101,900","104,000","101,900","1.51K","3.07%"
"02/18/2021","100,900","99,500","101,000","99,500","4.04K","1.31%"
"02/17/2021","99,600","96,200","99,600","96,200","1.36K","0.00%"
"02/09/2021","99,600","99,100","100,000","99,100","0.31K","-0.40%"
"02/08/2021","100,000","98,900","100,000","98,900","2.11K","1.01%"
"02/05/2021","99,000","94,500","99,000","94,500","0.40K","4.87%"
"02/04/2021","94,400","94,400","94,400","94,400","0.10K","-4.74%"
"02/03/2021","99,100","98,700","99,100","98,700","0.60K","0.10%"
"02/02/2021","99,000","100,000","100,000","99,000","1.18K","0.00%"
"02/01/2021","99,000","99,000","102,000","99,000","1.50K","0.10%"
"01/29/2021","98,900","98,900","98,900","98,900","0.13K","5.21%"
"01/28/2021","94,000","90,000","94,000","89,100","3.81K","-4.95%"
"01/27/2021","98,900","101,000","101,000","98,900","0.30K","-5.81%"
"01/26/2021","105,000","104,000","107,900","104,000","1.22K","1.94%"
"01/25/2021","103,000","98,000","107,800","98,000","2.25K","5.10%"
"01/22/2021","98,000","98,000","98,000","98,000","2.03K","5.38%"
"01/21/2021","93,000","89,500","93,000","89,500","1.94K","0.65%"
"01/20/2021","92,400","90,000","92,400","90,000","3.60K","2.67%"
"01/19/2021","90,000","89,200","90,000","88,300","18.81K","1.01%"
"01/18/2021","89,100","88,100","89,100","88,100","5.89K","0.11%"
"01/15/2021","89,000","88,000","89,000","88,000","20.00K","5.95%"
"01/14/2021","84,000","88,000","88,000","84,000","12.84K","-4.55%"
"01/13/2021","88,000","88,500","88,500","88,000","4.70K","-0.56%"
"01/12/2021","88,500","88,500","88,500","88,500","2.80K","0.00%"
"01/11/2021","88,500","88,000","88,500","88,000","0.30K","-1.67%"
"01/08/2021","90,000","86,500","90,000","86,000","8.40K","2.86%"
"01/07/2021","87,500","87,500","87,500","87,000","1.00K","0.57%"
"01/06/2021","87,000","78,300","87,000","78,300","0.91K","0.00%"
"01/05/2021","87,000","87,000","87,000","87,000","0.33K","0.23%"
"01/04/2021","86,800","86,800","87,000","86,800","1.43K","0.00%"
"12/31/2020","86,800","78,200","86,800","78,200","0.79K","0.00%"
"12/30/2020","86,800","85,500","86,900","85,500","10.79K","3.09%"
"12/29/2020","84,200","84,200","84,200","84,200","0.12K","0.00%"
"12/28/2020","84,200","77,400","84,200","77,400","0.54K","-2.09%"
"12/24/2020","86,000","85,000","86,000","85,000","6.10K","3.61%"
"12/23/2020","83,000","83,000","83,000","83,000","0.15K","1.22%"
"12/22/2020","82,000","82,000","82,000","82,000","0.10K","-4.65%"
"12/21/2020","86,000","86,000","86,000","86,000","0.11K","1.18%"
"12/17/2020","85,000","85,000","85,000","85,000","0.20K","0.00%"
"12/16/2020","85,000","85,100","85,300","85,000","1.35K","-1.16%"
"12/15/2020","86,000","84,600","86,000","84,600","3.70K","1.78%"
"12/14/2020","84,500","83,200","84,500","83,200","2.80K","1.81%"
"12/11/2020","83,000","82,500","83,000","82,500","1.26K","0.12%"
"12/10/2020","82,900","82,900","82,900","82,900","0.10K","0.48%"
"12/09/2020","82,500","82,900","82,900","82,000","5.40K","0.61%"
"12/08/2020","82,000","82,900","82,900","82,000","2.21K","0.00%"
"12/07/2020","82,000","81,800","82,000","81,600","2.30K","0.49%"
"12/04/2020","81,600","82,000","82,000","81,500","2.60K","0.12%"
"12/03/2020","81,500","81,500","81,500","81,500","0.10K","0.00%"
"12/02/2020","81,500","81,500","81,500","81,500","0.11K","-1.81%"
"11/30/2020","83,000","83,000","83,000","83,000","2.00K","0.00%"
"11/27/2020","83,000","83,000","83,000","83,000","3.70K","1.10%"
"11/26/2020","82,100","82,000","83,000","82,000","9.35K","0.12%"
"11/25/2020","82,000","82,000","82,000","82,000","1.60K","0.00%"
"11/24/2020","82,000","82,000","82,000","82,000","1.12K","0.00%"
"11/23/2020","82,000","80,000","82,000","80,000","1.41K","3.67%"
"11/19/2020","79,100","79,100","79,100","79,100","0.13K","-5.72%"
"11/16/2020","83,900","83,900","83,900","83,900","0.21K","-0.12%"
"11/13/2020","84,000","85,000","86,000","84,000","1.70K","-1.18%"
"11/12/2020","85,000","84,000","85,000","84,000","14.14K","1.19%"
"11/11/2020","84,000","76,100","84,000","76,100","7.30K","1.20%"
"11/10/2020","83,000","80,000","83,000","80,000","0.40K","5.06%"
"11/09/2020","79,000","79,000","79,000","79,000","0.54K","2.60%"
"11/06/2020","77,000","82,000","82,000","77,000","1.70K","-6.10%"
"11/05/2020","82,000","82,100","82,100","82,000","2.10K","-0.12%"
"11/04/2020","82,100","83,500","83,500","82,100","0.40K","-1.08%"
"11/03/2020","83,000","83,000","83,000","83,000","2.30K","0.97%"
"11/02/2020","82,200","82,000","82,500","82,000","0.40K","0.24%"
"10/30/2020","82,000","79,900","83,000","79,900","7.40K","1.23%"
"10/29/2020","81,000","81,000","81,000","81,000","0.50K","-0.61%"
"10/28/2020","81,500","81,600","81,600","81,500","5.30K","0.00%"
"10/27/2020","81,500","75,100","81,500","75,100","0.40K","-0.61%"
"10/26/2020","82,000","82,500","83,000","82,000","2.35K","0.61%"
"10/23/2020","81,500","82,500","82,500","81,500","2.10K","0.00%"
"10/22/2020","81,500","81,500","81,500","81,500","5.00K","5.71%"
"10/21/2020","77,100","81,000","81,000","77,000","8.15K","-4.81%"
"10/20/2020","81,000","82,400","82,500","81,000","14.40K","-1.70%"
"10/19/2020","82,400","77,500","82,600","77,500","7.40K","-0.24%"
"10/16/2020","82,600","82,600","82,600","82,600","0.10K","4.56%"
"10/15/2020","79,000","71,100","79,000","71,100","0.60K","0.00%"
"10/14/2020","79,000","79,000","79,000","79,000","1.20K","-1.25%"
"10/13/2020","80,000","81,000","81,000","79,000","0.75K","3.76%"
"10/12/2020","77,100","74,700","77,100","74,700","0.20K","-7.11%"
"10/09/2020","83,000","73,100","83,900","73,100","0.30K","6.41%"
"10/07/2020","78,000","75,400","78,000","75,400","0.20K","-6.81%"
"10/06/2020","83,700","83,000","83,700","83,000","13.20K","0.84%"
"10/05/2020","83,000","83,100","83,200","83,000","2.85K","0.00%"
"10/02/2020","83,000","78,500","83,000","78,500","12.26K","6.41%"
"10/01/2020","78,000","77,000","78,400","77,000","4.15K","1.56%"
"09/30/2020","76,800","76,800","76,800","76,800","2.21K","-1.79%"
"09/29/2020","78,200","76,000","78,200","76,000","6.00K","2.89%"
"09/28/2020","76,000","75,300","76,000","75,200","8.70K","1.06%"
"09/25/2020","75,200","76,000","76,000","75,200","3.14K","0.27%"
"09/24/2020","75,000","75,000","75,500","75,000","12.50K","0.00%"
"09/23/2020","75,000","76,000","76,000","75,000","0.50K","0.00%"
"09/22/2020","75,000","74,900","75,000","74,900","3.90K","0.13%"
"09/21/2020","74,900","74,900","75,000","74,900","1.41K","-0.13%"
"09/18/2020","75,000","74,900","75,000","74,900","0.50K","0.13%"
"09/17/2020","74,900","73,500","74,900","73,500","8.00K","1.90%"
"09/15/2020","73,500","74,000","74,000","73,200","2.59K","0.41%"
"09/11/2020","73,200","73,200","73,200","73,200","0.10K","0.14%"
"09/10/2020","73,100","73,100","73,100","73,100","11.61K","0.00%"
"09/09/2020","73,100","73,100","73,100","73,100","0.22K","0.00%"
"09/08/2020","73,100","73,100","73,100","73,100","0.10K","-2.53%"
"09/07/2020","75,000","75,000","75,000","75,000","0.40K","0.00%"
"09/04/2020","75,000","74,500","75,000","74,000","6.15K","1.35%"
"09/03/2020","74,000","74,000","74,500","74,000","4.05K","0.00%"
"09/01/2020","74,000","74,000","74,000","74,000","3.18K","0.68%"
"08/31/2020","73,500","72,700","73,500","72,700","3.45K","0.14%"
"08/28/2020","73,400","73,000","73,400","73,000","3.50K","0.55%"
"08/27/2020","73,000","72,000","73,000","71,500","2.33K","1.39%"
"08/25/2020","72,000","73,000","73,000","71,000","1.33K","-0.69%"
"08/24/2020","72,500","71,900","72,500","71,900","3.75K","1.40%"
"08/21/2020","71,500","70,500","71,500","70,500","0.55K","0.00%"
"08/19/2020","71,500","71,500","71,500","71,500","0.42K","0.00%"
"08/18/2020","71,500","71,000","72,000","71,000","1.10K","0.56%"
"08/17/2020","71,100","71,000","71,100","71,000","0.63K","0.14%"
"08/14/2020","71,000","71,000","72,500","71,000","2.39K","1.43%"
"08/12/2020","70,000","71,000","71,000","70,000","0.20K","0.14%"
"08/11/2020","69,900","69,100","70,000","69,100","0.73K","-2.78%"
"08/10/2020","71,900","72,700","72,700","71,900","0.20K","-1.10%"
"08/06/2020","72,700","71,500","72,900","71,500","2.08K","1.68%"
"08/05/2020","71,500","70,100","71,500","70,100","5.20K","2.14%"
"08/04/2020","70,000","69,500","70,000","69,500","1.31K","1.30%"
"07/31/2020","69,100","69,200","69,200","69,100","4.40K","0.00%"
"07/30/2020","69,100","68,000","69,100","68,000","1.14K","-1.99%"
"07/29/2020","70,500","67,500","70,500","67,500","0.24K","4.44%"
"07/28/2020","67,500","68,000","68,000","67,500","0.24K","0.75%"
"07/27/2020","67,000","69,900","70,000","66,000","4.80K","-4.29%"
"07/24/2020","70,000","70,000","70,000","68,000","2.33K","0.00%"
"07/23/2020","70,000","70,000","70,000","70,000","0.50K","0.00%"
"07/22/2020","70,000","68,000","70,000","65,000","3.05K","-0.71%"
"07/21/2020","70,500","70,500","70,500","70,500","1.50K","0.71%"
"07/20/2020","70,000","70,000","70,500","70,000","10.14K","0.00%"
"07/17/2020","70,000","70,900","70,900","70,000","2.76K","0.00%"
"07/15/2020","70,000","70,000","70,000","70,000","0.20K","-1.41%"
"07/14/2020","71,000","71,000","71,000","71,000","0.50K","2.16%"
"07/13/2020","69,500","72,000","72,500","69,500","2.20K","-3.47%"
"07/09/2020","72,000","71,000","72,000","71,000","2.92K","1.41%"
"07/08/2020","71,000","70,000","72,000","70,000","5.22K","0.00%"
"07/07/2020","71,000","71,000","71,000","69,000","3.20K","0.00%"
"07/06/2020","71,000","69,500","71,000","68,000","4.46K","0.00%"
"07/03/2020","71,000","68,000","71,000","68,000","1.10K","4.41%"
"07/02/2020","68,000","67,900","68,000","67,900","0.76K","0.00%"
"07/01/2020","68,000","68,000","68,500","68,000","6.50K","0.74%"
"06/30/2020","67,500","65,900","67,500","65,900","11.55K","2.27%"
"06/29/2020","66,000","66,000","66,000","65,000","3.95K","-2.94%"
"06/25/2020","68,000","67,700","68,000","67,300","1.31K","0.00%"
"06/24/2020","68,000","68,000","68,000","68,000","0.30K","0.00%"
"06/23/2020","68,000","70,000","70,000","68,000","1.10K","-0.73%"
"06/22/2020","68,500","68,500","68,700","67,500","4.93K","0.00%"
